Index,"Region, development group, country or area of destination",Coverage,Data type,Location code of destination,"Region, development group, country or area of origin",Location code of origin,1990_total,1995_total,2000_total,2005_total,2010_total,2015_total,2020_total,2024_total,1990_males,1995_males,2000_males,2005_males,2010_males,2015_males,2020_males,2024_males,1990_females,1995_females,2000_females,2005_females,2010_females,2015_females,2020_females,2024_females
19022,Montenegro,,B,499,Albania,8,1461,1461,1461,1461,1186,1611,1609,1596,1461,1461,1461,1461,1186,1611,1609,1596,1461,1461,1461,1461,1186,1611,1609,1596
19023,Montenegro,,B,499,Bosnia and Herzegovina,70,19543,19543,19543,19543,20488,19223,19221,19067,19543,19543,19543,19543,20488,19223,19221,19067,19543,19543,19543,19543,20488,19223,19221,19067
19024,Montenegro,,B,499,Croatia,191,9450,9450,9450,9450,9077,9720,9699,9621,9450,9450,9450,9450,9077,9720,9699,9621,9450,9450,9450,9450,9077,9720,9699,9621
19025,Montenegro,,B,499,Greece,300,9,9,9,9,10,11,9,9,9,9,9,9,10,11,9,9,9,9,9,9,10,11,9,9
19026,Montenegro,,B,499,Italy,380,141,141,141,141,133,148,146,144,141,141,141,141,133,148,146,144,141,141,141,141,133,148,146,144
19027,Montenegro,,B,499,North Macedonia,807,1865,1865,1865,1865,1739,1945,1942,1926,1865,1865,1865,1865,1739,1945,1942,1926,1865,1865,1865,1865,1739,1945,1942,1926
19028,Montenegro,,B,499,Serbia*,688,6853,6853,6853,6853,9689,5715,5263,5221,6853,6853,6853,6853,9689,5715,5263,5221,6853,6853,6853,6853,9689,5715,5263,5221
19029,Montenegro,,B,499,Slovenia,705,1004,1004,1004,1004,937,1048,1045,1037,1004,1004,1004,1004,937,1048,1045,1037,1004,1004,1004,1004,937,1048,1045,1037
19031,Montenegro,,B,499,Austria,40,173,173,173,173,170,177,175,174,173,173,173,173,170,177,175,174,173,173,173,173,170,177,175,174
19032,Montenegro,,B,499,France*,250,296,296,296,296,277,309,307,304,296,296,296,296,277,309,307,304,296,296,296,296,277,309,307,304
19033,Montenegro,,B,499,Germany,276,1252,1252,1252,1252,1223,1278,1275,1265,1252,1252,1252,1252,1223,1278,1275,1265,1252,1252,1252,1252,1223,1278,1275,1265
19034,Montenegro,,B,499,Luxembourg,442,60,60,60,60,60,62,60,59,60,60,60,60,60,62,60,59,60,60,60,60,60,62,60,59
19035,Montenegro,,B,499,Netherlands*,528,117,117,117,117,110,123,121,120,117,117,117,117,110,123,121,120,117,117,117,117,110,123,121,120
19036,Montenegro,,B,499,Switzerland,756,175,175,175,175,172,179,177,175,175,175,175,175,172,179,177,175,175,175,175,175,172,179,177,175
19038,Montenegro,,B,499,Canada,124,57,57,57,57,57,59,57,56,57,57,57,57,57,59,57,56,57,57,57,57,57,59,57,56
19039,Montenegro,,B,499,United States of America*,840,242,242,242,242,238,248,246,244,242,242,242,242,238,248,246,244,242,242,242,242,238,248,246,244
19042,Montenegro,,B,499,Australia*,36,87,87,87,87,83,92,90,89,87,87,87,87,83,92,90,89,87,87,87,87,83,92,90,89
19060,North Macedonia,,B,807,Egypt,818,1148,1074,1001,1028,1056,1147,1150,1154,1148,1074,1001,1028,1056,1147,1150,1154,1148,1074,1001,1028,1056,1147,1150,1154
19063,North Macedonia,,B,807,Türkiye,792,6657,7691,10915,11224,10520,11222,11271,11311,6657,7691,10915,11224,10520,11222,11271,11311,6657,7691,10915,11224,10520,11222,11271,11311
19066,North Macedonia,,B,807,Bulgaria,100,627,587,547,562,577,626,627,629,627,587,547,562,577,626,627,629,627,587,547,562,577,626,627,629
19067,North Macedonia,,B,807,Czechia,203,31,29,27,27,28,30,29,29,31,29,27,27,28,30,29,29,31,29,27,27,28,30,29,29
19068,North Macedonia,,B,807,Hungary,348,48,45,42,42,43,46,45,45,48,45,42,42,43,46,45,45,48,45,42,42,43,46,45,45
19069,North Macedonia,,B,807,Poland,616,59,55,51,52,54,58,57,57,59,55,51,52,54,58,57,57,59,55,51,52,54,58,57,57
19070,North Macedonia,,B,807,Romania,642,14,13,12,12,12,13,12,12,14,13,12,12,12,13,12,12,14,13,12,12,12,13,12,12
19071,North Macedonia,,B,807,Russian Federation,643,127,119,111,114,117,127,126,127,127,119,111,114,117,127,126,127,127,119,111,114,117,127,126,127
19072,North Macedonia,,B,807,Slovakia,703,22,20,19,19,20,21,20,20,22,20,19,19,20,21,20,20,22,20,19,19,20,21,20,20
19073,North Macedonia,,B,807,Ukraine*,804,38,35,33,33,34,36,35,10659,38,35,33,33,34,36,35,10659,38,35,33,33,34,36,35,10659
19075,North Macedonia,,B,807,Albania,8,26242,33827,40450,40705,41980,39884,40073,40216,26242,33827,40450,40705,41980,39884,40073,40216,26242,33827,40450,40705,41980,39884,40073,40216
19076,North Macedonia,,B,807,Bosnia and Herzegovina,70,2545,3492,4439,4562,4686,5090,5111,5129,2545,3492,4439,4562,4686,5090,5111,5129,2545,3492,4439,4562,4686,5090,5111,5129
19077,North Macedonia,,B,807,Croatia,191,838,784,731,751,771,837,839,842,838,784,731,751,771,837,839,842,838,784,731,751,771,837,839,842
19078,North Macedonia,,B,807,Greece,300,137,128,119,122,125,135,134,135,137,128,119,122,125,135,134,135,137,128,119,122,125,135,134,135
19079,North Macedonia,,B,807,Italy,380,23,21,20,20,21,22,21,21,23,21,20,20,21,22,21,21,23,21,20,20,21,22,21,21
19080,North Macedonia,,B,807,Montenegro,499,5392,5047,4703,4833,4964,5392,5415,5434,5392,5047,4703,4833,4964,5392,5415,5434,5392,5047,4703,4833,4964,5392,5415,5434
19081,North Macedonia,,B,807,Serbia*,688,10468,9799,9130,9383,9636,10478,10523,10560,10468,9799,9130,9383,9636,10478,10523,10560,10468,9799,9130,9383,9636,10478,10523,10560
19082,North Macedonia,,B,807,Slovenia,705,150,140,131,134,138,149,148,149,150,140,131,134,138,149,148,149,150,140,131,134,138,149,148,149
19084,North Macedonia,,B,807,Germany,276,25,23,22,22,23,24,23,23,25,23,22,22,23,24,23,23,25,23,22,22,23,24,23,23
19112,Portugal,,B,620,Ethiopia,231,2,5,10,10,9,11,12,13,2,5,10,10,9,11,12,13,2,5,10,10,9,11,12,13
19113,Portugal,,B,620,Kenya,404,25,54,87,71,44,53,58,65,25,54,87,71,44,53,58,65,25,54,87,71,44,53,58,65
19114,Portugal,,B,620,Madagascar,450,3,7,13,12,9,11,12,13,3,7,13,12,9,11,12,13,3,7,13,12,9,11,12,13
19115,Portugal,,B,620,Malawi,454,34,73,116,197,245,291,322,362,34,73,116,197,245,291,322,362,34,73,116,197,245,291,322,362
19116,Portugal,,B,620,Mozambique,508,38902,38698,39917,39560,32546,38794,43136,48527,38902,38698,39917,39560,32546,38794,43136,48527,38902,38698,39917,39560,32546,38794,43136,48527
19117,Portugal,,B,620,Uganda,800,10,22,35,26,14,17,18,21,10,22,35,26,14,17,18,21,10,22,35,26,14,17,18,21
19118,Portugal,,B,620,United Republic of Tanzania,834,31,66,104,72,29,35,38,43,31,66,104,72,29,35,38,43,31,66,104,72,29,35,38,43
19119,Portugal,,B,620,Zimbabwe,716,218,472,744,460,99,117,129,145,218,472,744,460,99,117,129,145,218,472,744,460,99,117,129,145
19121,Portugal,,B,620,Angola,24,75168,81771,91378,89825,73156,87201,97065,109196,75168,81771,91378,89825,73156,87201,97065,109196,75168,81771,91378,89825,73156,87201,97065,109196
19122,Portugal,,B,620,Cameroon,120,7,15,25,24,20,25,27,30,7,15,25,24,20,25,27,30,7,15,25,24,20,25,27,30
19123,Portugal,,B,620,Congo,178,280,607,957,719,361,430,477,537,280,607,957,719,361,430,477,537,280,607,957,719,361,430,477,537
19124,Portugal,,B,620,Democratic Republic of the Congo,180,243,525,828,741,531,633,702,790,243,525,828,741,531,633,702,790,243,525,828,741,531,633,702,790
19125,Portugal,,B,620,Equatorial Guinea,226,11,23,37,116,177,211,234,263,11,23,37,116,177,211,234,263,11,23,37,116,177,211,234,263
19126,Portugal,,B,620,Gabon,266,11,24,38,28,14,17,18,20,11,24,38,28,14,17,18,20,11,24,38,28,14,17,18,20
19127,Portugal,,B,620,Sao Tome and Principe,678,2954,4736,6693,8370,8639,10296,11448,12879,2954,4736,6693,8370,8639,10296,11448,12879,2954,4736,6693,8370,8639,10296,11448,12879
19129,Portugal,,B,620,Algeria,12,20,43,69,63,48,58,63,71,20,43,69,63,48,58,63,71,20,43,69,63,48,58,63,71
19130,Portugal,,B,620,Egypt,818,13,28,46,51,48,58,63,71,13,28,46,51,48,58,63,71,13,28,46,51,48,58,63,71
19131,Portugal,,B,620,Libya,434,..,..,2,3,4,5,46,52,..,..,2,3,4,5,46,52,..,..,2,3,4,5,46,52
19132,Portugal,,B,620,Morocco,504,152,327,516,587,560,667,740,832,152,327,516,587,560,667,740,832,152,327,516,587,560,667,740,832
19133,Portugal,,B,620,Tunisia,788,5,11,19,24,25,30,32,36,5,11,19,24,25,30,32,36,5,11,19,24,25,30,32,36
19135,Portugal,,B,620,Eswatini,748,27,57,90,162,208,246,272,306,27,57,90,162,208,246,272,306,27,57,90,162,208,246,272,306
19136,Portugal,,B,620,South Africa,710,3326,4496,5833,5964,5093,6070,6748,7591,3326,4496,5833,5964,5093,6070,6748,7591,3326,4496,5833,5964,5093,6070,6748,7591
19138,Portugal,,B,620,Benin,204,1,2,4,2,..,1,1,1,1,2,4,2,..,1,1,1,1,2,4,2,..,1,1,1
19139,Portugal,,B,620,Cabo Verde,132,14314,17800,21941,26943,27411,32674,36332,40872,14314,17800,21941,26943,27411,32674,36332,40872,14314,17800,21941,26943,27411,32674,36332,40872
19140,Portugal,,B,620,Côte d'Ivoire,384,6,14,23,27,28,34,37,42,6,14,23,27,28,34,37,42,6,14,23,27,28,34,37,42
19141,Portugal,,B,620,Gambia,270,..,..,1,9,17,20,21,24,..,..,1,9,17,20,21,24,..,..,1,9,17,20,21,24
19142,Portugal,,B,620,Ghana,288,3,7,12,30,43,52,57,64,3,7,12,30,43,52,57,64,3,7,12,30,43,52,57,64
19143,Portugal,,B,620,Guinea,324,15,33,54,1036,1844,2197,2442,2747,15,33,54,1036,1844,2197,2442,2747,15,33,54,1036,1844,2197,2442,2747
19144,Portugal,,B,620,Guinea-Bissau,624,2829,5595,8568,10583,10817,12894,14337,16129,2829,5595,8568,10583,10817,12894,14337,16129,2829,5595,8568,10583,10817,12894,14337,16129
19145,Portugal,,B,620,Liberia,430,1,2,5,2,..,1,1,1,1,2,5,2,..,1,1,1,1,2,5,2,..,1,1,1
19146,Portugal,,B,620,Mali,466,1,3,6,7,7,9,9,10,1,3,6,7,7,9,9,10,1,3,6,7,7,9,9,10
19147,Portugal,,B,620,Mauritania,478,1,3,6,6,6,8,8,9,1,3,6,6,6,8,8,9,1,3,6,6,6,8,8,9
19148,Portugal,,B,620,Nigeria,566,13,28,46,69,81,95,105,118,13,28,46,69,81,95,105,118,13,28,46,69,81,95,105,118
19149,Portugal,,B,620,Senegal,686,48,104,165,293,372,442,490,551,48,104,165,293,372,442,490,551,48,104,165,293,372,442,490,551
19150,Portugal,,B,620,Sierra Leone,694,..,1,4,6,7,9,9,10,..,1,4,6,7,9,9,10,..,1,4,6,7,9,9,10
19151,Portugal,,B,620,Togo,768,1,3,6,13,19,22,24,27,1,3,6,13,19,22,24,27,1,3,6,13,19,22,24,27
19154,Portugal,,B,620,Kazakhstan,398,9,19,31,211,357,425,472,531,9,19,31,211,357,425,472,531,9,19,31,211,357,425,472,531
19155,Portugal,,B,620,Uzbekistan,860,..,..,2,129,235,279,309,348,..,..,2,129,235,279,309,348,..,..,2,129,235,279,309,348
19157,Portugal,,B,620,China,156,324,700,1103,2991,4376,5215,5798,6523,324,700,1103,2991,4376,5215,5798,6523,324,700,1103,2991,4376,5215,5798,6523
19158,Portugal,,B,620,"China, Hong Kong SAR",344,16,34,55,67,69,81,89,101,16,34,55,67,69,81,89,101,16,34,55,67,69,81,89,101
19159,Portugal,,B,620,"China, Macao SAR",446,464,1003,1579,1389,967,1152,1280,1440,464,1003,1579,1389,967,1152,1280,1440,464,1003,1579,1389,967,1152,1280,1440
19160,Portugal,,B,620,Dem. People's Republic of Korea,408,..,1,3,22,38,45,49,55,..,1,3,22,38,45,49,55,..,1,3,22,38,45,49,55
19161,Portugal,,B,620,Japan,392,43,94,150,168,158,188,208,234,43,94,150,168,158,188,208,234,43,94,150,168,158,188,208,234
19162,Portugal,,B,620,Republic of Korea,410,12,27,44,58,63,75,83,93,12,27,44,58,63,75,83,93,12,27,44,58,63,75,83,93
19164,Portugal,,B,620,Bangladesh,50,4,10,17,191,334,397,440,495,4,10,17,191,334,397,440,495,4,10,17,191,334,397,440,495
19165,Portugal,,B,620,India,356,898,1941,3057,3245,2887,3442,3826,4304,898,1941,3057,3245,2887,3442,3826,4304,898,1941,3057,3245,2887,3442,3826,4304
19166,Portugal,,B,620,Iran (Islamic Republic of),364,23,50,79,87,81,95,319,359,23,50,79,87,81,95,319,359,23,50,79,87,81,95,319,359
19167,Portugal,,B,620,Nepal,524,1,3,6,77,136,162,2175,2447,1,3,6,77,136,162,2175,2447,1,3,6,77,136,162,2175,2447
19168,Portugal,,B,620,Pakistan,586,27,58,92,359,566,674,748,841,27,58,92,359,566,674,748,841,27,58,92,359,566,674,748,841
19169,Portugal,,B,620,Sri Lanka,144,1,2,5,7,9,11,28,31,1,2,5,7,9,11,28,31,1,2,5,7,9,11,28,31
19171,Portugal,,B,620,Indonesia,360,13,28,45,116,168,201,222,250,13,28,45,116,168,201,222,250,13,28,45,116,168,201,222,250
19172,Portugal,,B,620,Malaysia,458,6,14,23,26,25,30,32,36,6,14,23,26,25,30,32,36,6,14,23,26,25,30,32,36
19173,Portugal,,B,620,Philippines,608,61,132,209,295,333,396,439,494,61,132,209,295,333,396,439,494,61,132,209,295,333,396,439,494
19174,Portugal,,B,620,Singapore,702,4,9,16,16,14,17,18,21,4,9,16,16,14,17,18,21,4,9,16,16,14,17,18,21
19175,Portugal,,B,620,Thailand,764,14,30,49,91,119,141,499,561,14,30,49,91,119,141,499,561,14,30,49,91,119,141,499,561
19176,Portugal,,B,620,Timor-Leste,626,339,733,1155,1074,814,970,1077,1212,339,733,1155,1074,814,970,1077,1212,339,733,1155,1074,814,970,1077,1212
19177,Portugal,,B,620,Viet Nam,704,2,6,11,18,23,28,30,34,2,6,11,18,23,28,30,34,2,6,11,18,23,28,30,34
19179,Portugal,,B,620,Armenia,51,7,15,24,30,31,37,40,45,7,15,24,30,31,37,40,45,7,15,24,30,31,37,40,45
19180,Portugal,,B,620,Azerbaijan,31,1,2,5,15,23,28,30,34,1,2,5,15,23,28,30,34,1,2,5,15,23,28,30,34
19181,Portugal,,B,620,Cyprus,196,2,5,10,12,12,14,15,17,2,5,10,12,12,14,15,17,2,5,10,12,12,14,15,17
19182,Portugal,,B,620,Georgia,268,4,9,16,136,234,278,308,346,4,9,16,136,234,278,308,346,4,9,16,136,234,278,308,346
19183,Portugal,,B,620,Iraq,368,6,13,22,18,11,13,109,123,6,13,22,18,11,13,109,123,6,13,22,18,11,13,109,123
19184,Portugal,,B,620,Israel,376,11,24,39,37,29,35,38,43,11,24,39,37,29,35,38,43,11,24,39,37,29,35,38,43
19185,Portugal,,B,620,Jordan,400,..,..,1,5,9,11,85,96,..,..,1,5,9,11,85,96,..,..,1,5,9,11,85,96
19186,Portugal,,B,620,Lebanon,422,7,16,26,27,25,30,95,107,7,16,26,27,25,30,95,107,7,16,26,27,25,30,95,107
19187,Portugal,,B,620,Syrian Arab Republic,760,4,9,15,13,9,11,232,261,4,9,15,13,9,11,232,261,4,9,15,13,9,11,232,261
19188,Portugal,,B,620,Türkiye,792,9,20,32,73,103,121,385,433,9,20,32,73,103,121,385,433,9,20,32,73,103,121,385,433
19191,Portugal,,B,620,Belarus,112,14,31,50,257,422,503,557,626,14,31,50,257,422,503,557,626,14,31,50,257,422,503,557,626
19192,Portugal,,B,620,Bulgaria,100,61,133,211,1314,2196,2617,2909,3273,61,133,211,1314,2196,2617,2909,3273,61,133,211,1314,2196,2617,2909,3273
19193,Portugal,,B,620,Czechia,203,22,48,76,121,146,175,194,218,22,48,76,121,146,175,194,218,22,48,76,121,146,175,194,218
19194,Portugal,,B,620,Hungary,348,41,89,141,204,234,278,308,347,41,89,141,204,234,278,308,347,41,89,141,204,234,278,308,347
19195,Portugal,,B,620,Poland,616,54,118,187,435,611,728,808,909,54,118,187,435,611,728,808,909,54,118,187,435,611,728,808,909
19196,Portugal,,B,620,Republic of Moldova*,498,155,335,528,4183,7135,8504,9455,10637,155,335,528,4183,7135,8504,9455,10637,155,335,528,4183,7135,8504,9455,10637
19197,Portugal,,B,620,Romania,642,220,477,752,5650,9598,11440,12720,14309,220,477,752,5650,9598,11440,12720,14309,220,477,752,5650,9598,11440,12720,14309
19198,Portugal,,B,620,Russian Federation,643,276,596,939,2130,2964,3532,3927,4417,276,596,939,2130,2964,3532,3927,4417,276,596,939,2130,2964,3532,3927,4417
19199,Portugal,,B,620,Slovakia,703,4,10,17,43,62,75,83,94,4,10,17,43,62,75,83,94,4,10,17,43,62,75,83,94
19200,Portugal,,B,620,Ukraine*,804,602,1302,2051,10459,17108,20392,22622,25448,602,1302,2051,10459,17108,20392,22622,25448,602,1302,2051,10459,17108,20392,22622,25448
19202,Portugal,,B,620,Denmark*,208,138,159,187,193,167,200,221,249,138,159,187,193,167,200,221,249,138,159,187,193,167,200,221,249
19203,Portugal,,B,620,Estonia,233,37,80,126,112,80,94,104,117,37,80,126,112,80,94,104,117,37,80,126,112,80,94,104,117
19204,Portugal,,B,620,Finland*,246,53,114,181,195,177,211,234,264,53,114,181,195,177,211,234,264,53,114,181,195,177,211,234,264
19205,Portugal,,B,620,Iceland,352,4,10,17,16,13,16,17,19,4,10,17,16,13,16,17,19,4,10,17,16,13,16,17,19
19206,Portugal,,B,620,Ireland,372,129,202,284,531,690,823,914,1029,129,202,284,531,690,823,914,1029,129,202,284,531,690,823,914,1029
19207,Portugal,,B,620,Latvia,428,6,14,23,86,135,161,177,199,6,14,23,86,135,161,177,199,6,14,23,86,135,161,177,199
19208,Portugal,,B,620,Lithuania,440,8,18,30,128,205,243,269,303,8,18,30,128,205,243,269,303,8,18,30,128,205,243,269,303
19209,Portugal,,B,620,Norway*,578,39,85,136,154,147,176,195,219,39,85,136,154,147,176,195,219,39,85,136,154,147,176,195,219
19210,Portugal,,B,620,Sweden,752,118,255,403,429,384,458,508,572,118,255,403,429,384,458,508,572,118,255,403,429,384,458,508,572
19211,Portugal,,B,620,United Kingdom*,826,3564,4221,5035,7097,7966,9495,10557,11876,3564,4221,5035,7097,7966,9495,10557,11876,3564,4221,5035,7097,7966,9495,10557,11876
19213,Portugal,,B,620,Albania,8,4,9,15,19,20,25,27,30,4,9,15,19,20,25,27,30,4,9,15,19,20,25,27,30
19214,Portugal,,B,620,Andorra,20,64,138,218,211,170,203,226,254,64,138,218,211,170,203,226,254,64,138,218,211,170,203,226,254
19215,Portugal,,B,620,Bosnia and Herzegovina,70,6,14,23,28,29,35,38,43,6,14,23,28,29,35,38,43,6,14,23,28,29,35,38,43
19216,Portugal,,B,620,Croatia,191,10,21,34,40,41,50,54,60,10,21,34,40,41,50,54,60,10,21,34,40,41,50,54,60
19217,Portugal,,B,620,Greece,300,28,43,61,74,76,89,98,110,28,43,61,74,76,89,98,110,28,43,61,74,76,89,98,110
19218,Portugal,,B,620,Italy,380,456,620,808,982,991,1180,1312,1476,456,620,808,982,991,1180,1312,1476,456,620,808,982,991,1180,1312,1476
19219,Portugal,,B,620,Malta,470,2,4,8,16,23,28,30,34,2,4,8,16,23,28,30,34,2,4,8,16,23,28,30,34
19220,Portugal,,B,620,Montenegro,499,..,5,12,40,62,75,83,94,..,5,12,40,62,75,83,94,..,5,12,40,62,75,83,94
19221,Portugal,,B,620,North Macedonia,807,1,3,6,68,119,141,155,175,1,3,6,68,119,141,155,175,1,3,6,68,119,141,155,175
19222,Portugal,,B,620,Serbia*,688,5,11,19,22,23,28,119,134,5,11,19,22,23,28,119,134,5,11,19,22,23,28,119,134
19223,Portugal,,B,620,Slovenia,705,4,10,17,26,31,37,40,45,4,10,17,26,31,37,40,45,4,10,17,26,31,37,40,45
19224,Portugal,,B,620,Spain*,724,6700,7373,8318,8822,7843,9348,10394,11693,6700,7373,8318,8822,7843,9348,10394,11693,6700,7373,8318,8822,7843,9348,10394,11693
19226,Portugal,,B,620,Austria,40,60,130,206,236,228,270,298,335,60,130,206,236,228,270,298,335,60,130,206,236,228,270,298,335
19227,Portugal,,B,620,Belgium,56,807,1136,1508,1656,1526,1819,2020,2272,807,1136,1508,1656,1526,1819,2020,2272,807,1136,1508,1656,1526,1819,2020,2272
19228,Portugal,,B,620,France*,250,30176,39628,50536,50763,42448,50598,56263,63295,30176,39628,50536,50763,42448,50598,56263,63295,30176,39628,50536,50763,42448,50598,56263,63295
19229,Portugal,,B,620,Germany,276,8196,10083,12342,13284,11991,14293,15893,17879,8196,10083,12342,13284,11991,14293,15893,17879,8196,10083,12342,13284,11991,14293,15893,17879
19230,Portugal,,B,620,Liechtenstein,438,..,..,1,..,..,1,1,1,..,..,1,..,..,1,1,1,..,..,1,..,..,1,1,1
19231,Portugal,,B,620,Luxembourg,442,731,1180,1673,1863,1740,2073,2304,2592,731,1180,1673,1863,1740,2073,2304,2592,731,1180,1673,1863,1740,2073,2304,2592
19232,Portugal,,B,620,Netherlands*,528,939,1259,1626,1805,1681,2004,2227,2505,939,1259,1626,1805,1681,2004,2227,2505,939,1259,1626,1805,1681,2004,2227,2505
19233,Portugal,,B,620,Switzerland,756,1864,4031,6348,7287,7000,8343,9276,10435,1864,4031,6348,7287,7000,8343,9276,10435,1864,4031,6348,7287,7000,8343,9276,10435
19236,Portugal,,B,620,Cuba,192,65,141,223,719,1095,1304,1449,1630,65,141,223,719,1095,1304,1449,1630,65,141,223,719,1095,1304,1449,1630
19237,Portugal,,B,620,Dominican Republic,214,7,16,26,34,37,44,102,115,7,16,26,34,37,44,102,115,7,16,26,34,37,44,102,115
19238,Portugal,,B,620,Jamaica,388,3,8,14,12,9,11,12,13,3,8,14,12,9,11,12,13,3,8,14,12,9,11,12,13
19240,Portugal,,B,620,El Salvador,222,3,7,12,43,68,80,88,99,3,7,12,43,68,80,88,99,3,7,12,43,68,80,88,99
19241,Portugal,,B,620,Guatemala,320,5,11,18,17,14,17,18,20,5,11,18,17,14,17,18,20,5,11,18,17,14,17,18,20
19242,Portugal,,B,620,Mexico,484,39,85,136,143,127,152,168,189,39,85,136,143,127,152,168,189,39,85,136,143,127,152,168,189
19243,Portugal,,B,620,Panama,591,19,41,66,45,17,20,21,24,19,41,66,45,17,20,21,24,19,41,66,45,17,20,21,24
19245,Portugal,,B,620,Argentina,32,164,354,559,636,607,722,802,902,164,354,559,636,607,722,802,902,164,354,559,636,607,722,802,902
19246,Portugal,,B,620,Bolivia (Plurinational State of),68,7,15,25,96,152,182,202,227,7,15,25,96,152,182,202,227,7,15,25,96,152,182,202,227
19247,Portugal,,B,620,Brazil,76,13466,19013,25260,50407,67071,79947,88899,100009,13466,19013,25260,50407,67071,79947,88899,100009,13466,19013,25260,50407,67071,79947,88899,100009
19248,Portugal,,B,620,Chile,152,28,61,97,102,90,106,117,132,28,61,97,102,90,106,117,132,28,61,97,102,90,106,117,132
19249,Portugal,,B,620,Colombia,170,73,157,247,336,369,439,487,548,73,157,247,336,369,439,487,548,73,157,247,336,369,439,487,548
19250,Portugal,,B,620,Ecuador,218,33,70,111,169,200,237,263,296,33,70,111,169,200,237,263,296,33,70,111,169,200,237,263,296
19251,Portugal,,B,620,Paraguay,600,3,8,14,23,29,35,38,43,3,8,14,23,29,35,38,43,3,8,14,23,29,35,38,43
19252,Portugal,,B,620,Peru,604,37,80,127,149,146,175,194,218,37,80,127,149,146,175,194,218,37,80,127,149,146,175,194,218
19253,Portugal,,B,620,Uruguay,858,19,41,66,69,61,72,80,90,19,41,66,69,61,72,80,90,19,41,66,69,61,72,80,90
19254,Portugal,,B,620,Venezuela (Bolivarian Republic of),862,7755,9541,11678,12509,11236,13394,14892,16753,7755,9541,11678,12509,11236,13394,14892,16753,7755,9541,11678,12509,11236,13394,14892,16753
19256,Portugal,,B,620,Canada,124,2214,2965,3825,3920,3357,4000,4446,5002,2214,2965,3825,3920,3357,4000,4446,5002,2214,2965,3825,3920,3357,4000,4446,5002
19257,Portugal,,B,620,United States of America*,840,2859,3219,3699,3731,3136,3738,4155,4674,2859,3219,3699,3731,3136,3738,4155,4674,2859,3219,3699,3731,3136,3738,4155,4674
19260,Portugal,,B,620,Australia*,36,190,410,646,663,570,679,755,849,190,410,646,663,570,679,755,849,190,410,646,663,570,679,755,849
19261,Portugal,,B,620,New Zealand*,554,7,16,27,27,23,28,30,34,7,16,27,27,23,28,30,34,7,16,27,27,23,28,30,34
19279,San Marino,,C,674,Poland,616,16,17,20,20,22,28,30,32,16,17,20,20,22,28,30,32,16,17,20,20,22,28,30,32
19280,San Marino,,C,674,Romania,642,29,55,82,84,89,115,127,134,29,55,82,84,89,115,127,134,29,55,82,84,89,115,127,134
19281,San Marino,,C,674,Russian Federation,643,3,13,25,25,27,35,38,40,3,13,25,25,27,35,38,40,3,13,25,25,27,35,38,40
19282,San Marino,,C,674,Ukraine*,804,1,23,47,48,50,65,57,60,1,23,47,48,50,65,57,60,1,23,47,48,50,65,57,60
